years_experience,annual_salary
15.66,80767.69
13.16,71073.5
12.34,62253.81
8.71,48850.26
3.45,33812.38
12.76,60537.32
8.39,50351.22
6.11,44818.57
13.19,72444.59
7.57,55046.99
3.37,35212.42
9.67,52693.27
5.78,48647.26
14.67,82671.95
0.94,24407.82
17.06,76838.11
9.23,53724.12
0.32,24663.53
2.67,43495.91
18.91,96731.09
10.74,62564.23
15.37,94003.7
17.66,86516.14
6.41,58731.59
10.94,73054.29
13.01,79727.81
16.83,86480.25
8.4,55340.31
19.04,91663.92
12.14,74299.7
17.48,79856.53
1.67,28731.42
9.27,70769.68
3.58,42528.97
18.24,96464.71
4.7,31679.89
14.26,71452.24
1.26,32071.52
4.02,38727.33
6.4,37586.86
15.64,85809.18
5.02,51201.1
16.34,79899.1
15.77,86568.61
19.84,110686.98
13.54,84602.45
12.75,67695.89
12.03,58279.33
2.19,34514.6
10.26,79701.33
17.03,95308.22
0.42,26411.19
2.53,46363.83
12.01,76388.13
16.94,69095.63
6.15,55006.29
17.43,86953.57
6.75,41694.2
9.31,58312.1
19.06,95026.3
8.35,47878.51
11.99,66004.51
18.71,87836.26
5.29,49868.8
1.84,29024.4
19.16,78462.68
11.2,60608.07
19.32,85038.07
17.33,75319.95
11.89,76066.78
9.43,64422.36
9.61,50882.01
3.32,26466.12
9.07,55928.17
16.43,71933.46
19.78,92278.39
19.21,92788.06
19.24,94788.39
0.38,29051.85
10.32,54858.15
4.0,39573.66
12.31,78314.29
18.92,74431.74
17.53,88971.14
17.33,76234.23
7.31,61831.44
10.02,66618.06
5.64,51017.28
11.08,56942.74
6.07,48347.77
16.17,84612.62
9.29,38539.78
14.01,75199.99
17.45,90992.86
5.99,34670.0
12.44,73362.27
16.92,85004.13
19.01,102601.43
3.26,33109.86
13.63,74120.6
8.7,58195.47
5.71,22526.22
3.15,33204.45
11.71,66667.02
6.68,29534.13
13.36,77149.78
5.62,45356.73
0.01,25683.22
15.34,84475.46
3.23,33006.21
5.05,43021.77
4.71,48395.49
6.84,49400.67
9.71,44223.67
16.25,82284.14
13.0,71026.88
2.92,42424.48
3.67,35111.45
16.94,76470.66
5.0,34692.34
4.37,51848.73
0.07,27563.95
15.48,90317.58
14.77,88981.64
6.95,43384.64
0.15,18952.33
15.71,78968.77
1.99,36870.78
9.21,46020.22
16.8,87449.52
4.89,45333.73
7.59,42573.54
13.22,62537.23
13.46,75677.38
9.25,73973.55
8.68,53003.79
8.39,57003.64
9.72,54182.24
6.93,51157.06
5.13,37945.96
6.32,45052.1
9.56,78036.6
7.64,52606.44
11.71,53474.28
12.62,74322.64
19.92,103764.69
12.3,73465.87
14.69,75010.14
1.96,24523.35
15.21,71089.21
10.18,59105.34
17.33,82724.52
19.42,88497.86
4.61,50848.13
18.57,97376.6
13.43,82150.81
14.78,70430.99
9.45,50698.89
7.1,50454.61
16.0,84322.21
0.44,27110.16
10.81,65616.47
1.48,42848.52
5.09,41077.32
14.5,82221.04
15.09,81975.42
17.78,87995.6
14.31,81168.9
13.49,66088.58
18.9,83405.62
10.75,66081.63
13.08,57667.5
17.36,89856.73
15.27,69433.32
15.4,91038.22
10.74,59402.78
10.56,73574.99
12.97,68722.92
14.01,72009.93
10.92,70154.47
3.71,40326.42
4.97,41855.21
9.86,56282.43
4.08,36128.19
8.47,73504.41
2.94,21897.51
2.92,25616.03
16.86,93440.14
10.84,71772.42
15.61,72250.44
0.23,11788.37
5.71,55172.79
0.35,17863.27
0.07,21307.88
0.64,28010.11
10.43,52925.84
1.82,38753.01
15.97,81053.63
10.32,54076.86
4.91,35823.33
16.77,94081.83
10.19,58444.61
7.02,54471.7
11.36,64676.67
13.45,58046.23
11.18,70091.01
18.66,98885.76
7.08,64517.61
8.2,38491.84
17.18,59852.19
12.75,74736.8
19.33,87844.09
15.84,69011.46
10.26,61765.23
12.69,65835.87
8.12,43216.39
2.55,33272.84
8.14,58029.76
5.63,46103.44
13.56,73925.65
13.38,75391.21
18.75,77084.69
1.59,30151.64
9.35,59649.46
7.97,49881.22
10.55,55285.23
2.39,27399.98
9.83,57052.75
13.14,78305.83
6.28,59182.82
13.01,81118.56
5.31,31111.09
7.39,43336.86
18.15,93769.89
0.5,37159.88
5.46,36363.15
18.71,91966.97
2.94,26238.12
7.95,55030.46
9.08,51639.1
13.05,72148.69
12.24,58129.7
12.54,55802.35
18.81,115615.01
7.86,53049.67
9.8,76364.59
19.28,104550.59
2.56,20885.82
18.96,94269.1
18.97,81023.81
19.07,89373.66
1.34,14612.85
11.55,52835.83
16.76,76833.71
6.27,42593.13
11.81,66649.92
5.13,34661.66
2.59,35267.41
17.05,93744.07
19.62,95876.55
1.39,29343.67
2.43,36225.49
11.77,54722.63
1.73,38657.85
12.62,59600.52
14.39,87778.91
8.29,60190.09
15.12,82389.52
2.27,37754.82
6.02,46071.41
16.15,75243.64
1.77,23650.14
5.7,58967.12
12.42,69307.83
4.95,33398.01
9.62,62795.02
16.74,86346.47
5.39,41241.93
8.72,48325.38
0.37,32162.14
14.17,82154.24
7.1,52433.32
17.2,85776.1
1.77,24940.19
15.64,83594.84
16.28,76888.11
15.52,69145.04
14.69,85411.34
4.76,33406.05
8.33,38995.79
7.72,62488.79
4.82,27917.15
9.83,56300.42
13.95,65062.4
9.57,52720.47
19.49,111005.07
14.18,73800.58
8.85,58868.18
8.08,59600.93
11.67,60677.87
8.64,63824.6
4.44,43543.75
10.42,67503.65
13.45,66291.9
7.17,53643.07
5.67,44761.14
4.35,49255.51
7.26,46074.84
4.89,58363.45
15.26,81126.7
12.77,68708.25
5.74,43147.72
19.84,94373.43
12.91,65167.77
2.85,40306.83
16.59,82958.29
15.07,93308.04
10.0,56535.43
4.67,40377.28
16.22,78286.85
2.49,48668.61
8.36,42696.63
16.35,82961.71
16.03,83604.72
12.6,60068.27
0.15,46687.45
6.66,40874.04
17.06,84992.04
14.43,88967.83
16.21,78741.15
1.26,30557.71
18.82,88095.67
4.58,40607.25
6.65,56912.17
16.81,80468.23
8.12,32199.69
12.86,69751.74
11.05,64168.79
17.32,87188.84
3.12,34462.21
1.96,24945.08
12.65,67303.61
16.89,98246.46
18.46,89280.76
8.0,58218.06
14.7,68170.12
7.82,50023.69
6.38,39316.37
0.48,37044.24
5.0,30061.5
3.4,39891.27
5.37,46528.85
5.77,47418.4
17.18,66364.61
4.07,23052.83
16.39,83287.36
17.19,77769.02
9.28,52321.49
14.49,72319.77
6.37,38878.79
0.36,16441.49
14.19,74675.16
12.13,52200.24
9.23,53249.04
17.97,82568.99
14.55,75718.56
8.51,73888.12
1.07,20880.93
17.52,89576.96
19.69,95691.35
12.69,73895.64
15.36,77067.71
10.12,71953.39
4.73,47047.38
18.24,94454.37
13.77,94582.11
10.97,64170.13
13.64,68667.06
10.24,53937.21
1.17,24075.2
13.21,70783.53
0.1,29019.3
4.41,48277.03
3.12,43396.11
6.8,51150.11
18.17,89027.08
1.59,27983.22
7.15,48037.68
15.19,71926.99
17.26,81988.74
14.72,79359.65
19.3,104887.64
13.92,72516.41
14.9,70674.6
8.44,62298.77
6.04,30124.41
9.24,65676.47
15.36,67291.48
13.01,75775.69
15.44,75224.21
12.55,71498.34
14.66,92982.29
3.11,29194.62
6.47,39651.69
11.22,64909.12
0.33,38360.94
18.25,90294.13
4.79,42121.21
1.77,32547.79
13.29,63460.14
3.87,39995.55
11.24,61192.78
4.98,53008.06
3.32,42999.81
14.7,65859.85
7.77,49921.03
11.49,69434.56
4.32,32276.49
11.05,55034.84
8.42,50790.29
1.02,31341.24
14.53,84165.65
11.05,65522.1
18.55,109612.48
16.16,76142.41
11.42,70901.16
0.86,19141.39
15.04,90522.12
10.98,74308.38
16.7,89144.27
11.55,51551.48
0.04,30759.85
16.3,75490.79
15.99,84578.15
1.99,20321.01
13.68,75027.5
10.52,58998.61
11.8,60068.32
17.79,91995.54
4.99,42059.4
0.26,24281.51
4.17,45496.89
18.3,104290.49
4.23,42005.01
13.49,57767.95
15.79,67811.76
16.26,82476.04
0.21,33942.36
0.19,26735.83
19.78,98323.23
10.55,61449.32
1.27,37156.0
0.54,31809.47
16.22,73597.37
18.1,91929.27
10.49,49373.41
7.43,54604.18
14.05,71904.95
0.45,27852.74
17.98,90516.23
5.12,45179.43
3.82,49703.41
6.22,47028.1
1.27,30972.27
7.79,62907.76
14.29,90206.76
9.96,59732.77
13.36,67661.85
4.28,36263.92
7.96,56458.11
10.39,59736.6
11.45,51085.09
3.73,47032.14
16.15,88059.95
1.8,40488.28
1.97,42633.11
4.99,44003.95
13.09,72883.6
1.54,38449.37
0.15,15820.43
9.44,55232.91
6.93,48791.4
3.13,43347.74
13.12,66605.81
12.83,64203.01
2.44,30084.76
4.6,44843.14
7.3,50002.35
19.8,82696.91
15.37,68772.72
6.74,49694.4
19.31,93939.87
9.1,57065.93
7.61,47857.54
18.89,97401.18
14.72,79484.13
10.96,66028.38
12.01,70011.94
19.46,105876.05
3.06,27508.93
6.94,45930.22
8.42,51780.4
19.69,103990.28
1.68,27903.56
2.23,26475.9
8.71,54629.45
3.38,37683.65
13.7,82509.17
7.21,47209.94
16.92,78734.91
14.97,70123.97
9.42,55202.19
16.9,104657.79
2.02,35116.66
11.62,70463.16
12.1,67356.98
4.92,43320.54
0.99,34765.58
10.7,66965.36
10.27,63750.64
13.07,70881.78
4.26,37086.56
3.59,40969.76
19.56,94122.58
2.27,50020.32
19.99,103363.36
14.4,70004.13
12.59,59696.15
6.8,45599.13
17.36,77080.36
18.2,85037.82
14.44,67775.32
14.2,72075.96
9.86,56999.86
1.56,31625.82
19.98,93277.01
0.31,18870.51
9.91,69397.02
7.34,53923.31
15.52,74973.55
14.72,69415.61
12.56,57225.65
1.49,17907.93
4.74,49959.13
1.88,39121.33
19.58,88854.27
2.56,44874.24
19.34,97637.6
2.25,34515.88
17.24,92251.64
11.49,70171.8
16.63,84450.22
12.68,67462.03
15.38,77961.04
14.62,63293.01
5.2,36807.25
18.7,104854.67
12.87,63435.55
4.04,24340.63
6.12,53654.65
10.66,64302.48
17.64,89166.85
15.94,79512.53
6.04,53429.45
13.77,85431.44
0.03,20944.39
6.65,53347.93
16.79,92719.64
3.02,30961.97
7.07,61814.29
0.02,33994.37
0.46,16683.2
2.92,47981.15
2.04,22613.78
9.79,53781.5
18.0,93469.62
1.69,39256.6
17.4,86678.01
13.36,66732.1
3.38,34741.74
5.79,42253.68
3.88,45322.62
15.79,77003.87
14.5,70542.25
6.09,34490.68
1.09,24049.56
3.37,35864.89
12.6,60048.15
1.81,17368.3
10.73,70392.25
12.26,59901.69
13.76,62668.1
2.51,46331.1
9.19,63969.6
9.27,65641.65
16.71,87511.39
9.37,68301.18
8.14,60542.93
2.47,-48707.39
13.89,65092.12
12.4,58120.1
14.34,74068.91
13.13,62139.88
17.51,79888.41
17.55,85195.88
6.15,57720.87
3.65,25684.22
18.53,90091.23
14.26,64901.33
19.42,88517.67
9.94,67225.71
19.24,85570.36
2.45,31483.35
11.81,67453.7
9.93,65380.89
0.05,20802.0
3.86,48589.15
3.07,32182.0
1.22,33131.48
18.96,89851.12
19.31,98502.95
17.83,103642.56
19.78,92000.86
16.61,83018.37
18.64,86796.45
3.95,34146.6
5.14,37387.5
17.24,85195.45
9.59,52346.63
14.34,69214.99
11.24,39009.63
6.11,57474.32
5.7,58088.86
14.96,82562.63
10.64,55255.6
7.19,40049.1
12.34,55676.76
8.4,59508.91
9.5,68377.62
13.56,73782.38
9.16,63920.19
19.0,95054.62
9.7,52796.43
19.24,100403.34
16.95,91902.74
17.82,79441.04
15.27,84886.12
12.09,66135.95
10.65,60199.62
11.03,66740.73
4.03,41979.54
4.29,47117.13
0.68,20596.9
14.91,81714.01
2.5,24460.67
11.64,64320.41
2.76,33757.99
1.33,37418.64
10.67,62425.71
17.46,84021.99
7.12,61328.45
18.38,85913.95
0.21,21952.28
9.31,42589.77
2.94,33538.58
6.32,39587.17
0.47,24655.39
0.71,29393.99
14.26,66216.13
13.09,64233.96
4.17,26787.81
18.02,84001.93
13.76,65602.51
6.72,65685.65
8.15,65568.03
5.85,56213.64
16.61,72783.59
9.88,58158.27
2.71,24846.01
4.03,53862.54
5.93,52409.2
8.06,44800.04
11.85,69440.58
19.28,80631.05
5.24,42243.14
6.57,46583.75
0.48,32593.82
7.45,58981.35
13.5,72418.01
19.26,90622.28
14.8,50931.18
2.36,45756.75
17.8,82041.97
16.77,84524.71
3.78,56304.31
18.69,80851.56
14.28,75157.1
15.66,83772.08
9.18,65879.47
4.01,39057.62
15.98,90342.02
9.55,55095.87
19.35,97068.26
3.07,39045.07
7.11,49149.37
14.71,79076.29
11.45,58063.19
8.67,52940.06
14.03,63817.69
14.67,72802.09
11.55,74516.39
6.38,50700.55
12.38,70776.61
10.9,50375.93
15.95,83396.33
13.07,70239.85
9.94,64073.35
0.37,37375.06
3.34,33414.46
6.73,46036.75
12.03,74441.55
15.85,75637.76
19.2,92895.92
12.0,51013.67
14.58,73554.63
12.43,78941.05
8.61,57802.93
12.19,74872.71
8.01,60697.63
9.07,67548.83
18.22,85992.93
11.28,72008.42
2.01,50009.72
10.48,61453.1
19.07,81170.91
2.0,27243.36
19.42,96729.81
19.75,80841.16
11.21,58153.24
6.65,45632.45
0.17,26483.29
0.31,40457.43
7.76,57669.19
15.66,70904.12
18.85,121907.0
3.1,35702.32
9.76,45699.3
10.03,51813.75
7.61,43361.54
10.8,52013.07
18.5,93855.26
8.77,34361.69
2.76,42502.59
13.31,78096.74
0.63,23544.38
18.8,98133.77
18.8,82050.19
1.84,24711.4
11.02,67958.48
15.95,79141.0
9.29,52519.64
9.58,57605.74
19.4,103464.12
4.61,51375.53
10.53,65250.72
2.3,30204.32
6.05,50342.11
17.02,77663.73
14.33,84502.99
12.24,75443.66
2.28,48424.92
17.01,78131.48
5.96,38457.27
10.7,66859.39
4.67,39153.13
10.41,69446.11
11.24,74891.45
6.81,62455.23
10.12,60881.7
8.12,60466.74
13.95,69689.0
10.88,64810.11
17.56,86037.83
0.99,27620.75
0.53,41456.04
3.77,27461.82
2.37,33260.53
10.52,62242.87
4.0,44155.79
0.32,17346.03
5.65,42391.66
10.18,55878.08
14.29,56982.57
8.77,64987.46
19.25,80630.54
3.99,26135.94
10.28,68565.36
5.06,40044.02
16.13,79064.48
3.76,35893.33
19.23,100907.04
14.33,70747.89
11.14,68741.08
10.65,53134.96
7.25,53013.28
0.42,33693.36
18.3,100299.43
15.9,68252.58
2.7,32066.49
2.44,46332.48
6.16,53942.0
15.26,76827.66
10.06,60252.02
13.08,73170.84
0.12,22449.75
18.47,94036.52
3.31,40522.08
6.38,38404.84
18.94,87382.36
14.66,72669.85
10.22,58730.49
17.26,87563.13
1.23,30732.15
1.53,24582.45
3.1,46583.46
5.29,43560.42
14.18,86341.03
10.65,73790.73
8.52,46349.5
15.65,75858.49
6.34,43863.12
1.71,33488.51
7.94,58584.92
15.33,79824.2
9.48,53778.76
19.54,106613.18
17.12,81421.5
15.82,86301.4
15.46,78825.34
11.62,65157.35
18.02,93470.5
11.8,78635.07
7.45,53517.49
3.92,34802.43
16.26,93757.22
7.42,54930.37
15.82,81726.13
19.66,102031.59
7.97,55487.21
6.81,68507.51
3.4,36921.35
9.51,67471.84
13.08,74317.2
6.26,50404.55
9.71,56099.98
10.74,59738.18
5.5,48239.67
0.47,19699.71
4.31,35489.28
16.06,81342.86
5.56,54387.35
0.28,26611.79
8.5,55263.94
13.65,64304.06
15.05,91234.16
8.28,62829.81
11.44,74787.73
14.91,65074.39
17.78,90059.33
12.8,62286.91
13.82,79533.43
1.97,34480.8
8.41,58582.16
17.78,81494.23
3.21,27931.65
6.2,41571.34
13.56,74919.85
18.04,86207.34
1.18,31158.11
17.41,77742.67
4.41,40370.3
17.22,96420.73
17.78,89905.18
15.51,82443.03
18.48,92890.44
19.22,88185.63
18.5,102816.95
10.26,63775.23
9.27,58874.98
2.1,37860.23
4.32,47651.92
13.05,60700.74
2.55,34364.83
18.85,108848.09
4.54,54135.73
1.76,30303.95
4.7,47291.17
0.98,25810.94
3.32,39455.59
11.75,62471.36
5.78,41439.19
16.02,76346.39
8.09,66789.93
14.28,71133.93
14.17,83714.74
2.72,31051.17
1.13,24591.58
16.84,87054.82
14.02,63669.71
3.5,42566.0
13.6,71510.39
6.59,43656.68
1.14,22848.91
4.58,56784.08
15.12,77631.86
7.81,51739.08
10.9,70123.95
2.73,27824.79
1.85,40560.61
4.79,41461.72
9.45,47007.48
16.94,80045.43
15.27,69676.15
3.2,36853.74
1.43,23654.28
4.51,33555.93
17.05,87000.61
10.32,61460.8
16.14,91156.44
7.39,60189.56
11.81,66821.95
11.89,70628.48
12.53,57610.74
9.4,63478.92
4.78,45032.38
8.57,62626.58
19.5,90783.28
5.44,41667.75
14.5,73407.83
18.89,102607.71
11.33,66901.28
9.79,47285.83
2.42,38613.7
15.07,74022.32
18.23,97481.02
19.61,97957.94
4.03,49039.58
18.4,97714.75
7.41,58417.69
12.38,77416.47
4.47,47176.02
4.97,36836.55
12.38,59178.39
9.7,52296.27
19.29,98353.44
5.29,25725.3
17.56,86339.37
9.21,55106.32
2.69,44209.54
4.78,40801.17
15.11,46148.8
16.53,93392.48
0.79,27034.17
8.2,51674.61
9.88,55678.28
12.3,70337.46
13.01,67891.34
16.61,80516.16
5.47,55739.13
2.24,33226.11
3.73,34468.34
18.74,82618.4
10.93,64855.85
4.38,35858.65
15.72,77063.87
11.74,59278.28
7.35,52288.14
0.37,15854.57
15.66,83086.78
14.35,70849.13
5.24,49080.57
5.31,47475.5
5.43,44836.22
13.41,78698.53
5.88,58048.01
6.21,56873.35
7.53,40876.41
19.6,88771.17
9.2,53343.34
7.55,56525.16
9.4,53723.78
14.38,70852.37
17.67,80984.94
19.82,96747.24
9.72,64101.91
9.2,47517.16
6.61,44007.89
15.58,64376.25
13.11,51757.54
7.27,54312.84
10.37,63821.33
4.12,40786.7
13.88,86275.38
5.04,29242.76
6.99,32827.39
1.36,20781.56
4.4,23433.81
3.9,33734.93
14.71,81134.34
13.89,75985.24
10.76,70890.2
7.74,55060.1
17.79,84026.6
17.68,82678.14
12.06,70698.1
13.16,58815.06
15.93,55330.05
14.46,78716.03
4.5,42617.44
10.07,72789.64
3.04,41203.5
16.19,84130.09
13.07,68253.34
19.58,87047.36
2.73,32313.65
10.2,68351.41
14.48,79390.03
17.35,93187.81
17.07,85591.55
4.04,31943.62
19.65,103047.1
19.63,102254.68
19.38,94318.29
12.27,72400.63
16.64,87243.08
1.52,26575.17
5.11,40801.52
1.84,24162.33
10.11,58278.77
19.29,100777.84
12.98,77170.39
9.23,61755.35
15.86,88171.93
11.01,60601.02
9.15,47648.79
12.59,67797.96
10.24,60204.54
12.83,75314.06
16.05,85276.17
9.25,65453.94
8.3,37932.23
11.17,57722.33
18.1,87601.88
8.46,58443.59
16.95,101097.57
12.34,60382.94
0.25,20189.13
9.52,54947.56
4.21,33772.93
3.01,28419.75
4.69,41777.99
14.25,82738.51
12.55,69871.6
10.74,55702.0
9.91,58099.04
7.78,43933.73
17.73,94923.98
18.65,102041.02
15.29,65749.55
5.76,47007.93
18.28,82744.84
16.38,82842.49
2.48,32997.41
6.83,38188.94
6.55,57602.95
14.6,74889.6
10.48,57912.81
5.34,44612.39
4.62,34190.84
9.15,55556.1
13.32,56918.43
10.17,41753.89
5.22,35511.73
12.4,64139.88
19.98,80867.83
3.53,33386.98
10.57,57718.21
7.51,50803.42
4.37,45202.34
17.51,99981.21
19.16,95469.93
7.0,41640.8
6.95,54642.27
1.84,42628.18
12.36,59280.55
0.53,18341.19
9.92,48366.25
3.06,31181.04
13.45,75048.0
18.58,101889.34
1.78,38348.18
15.55,82526.05
16.61,83505.83
3.52,40466.58
18.45,-8289.54
12.42,78889.82
10.7,62278.54
13.43,74092.86
5.76,41899.66
0.51,27685.97
8.84,53893.15
14.87,67517.67
18.37,96291.74
8.6,67013.3
5.27,43155.92
2.63,36847.11
18.71,97377.76
4.62,40019.55
18.22,90291.74
3.68,36127.06
0.36,21873.27
4.48,44868.11
9.86,63595.44
6.97,56789.69
18.15,88513.27
10.9,53557.32
2.36,42105.16
12.51,62896.94
7.78,46211.87
13.58,68270.24
15.72,66083.63
19.71,92247.62
11.53,70319.95
7.34,47203.49
8.67,66057.6
8.05,63393.15
9.01,63651.92
0.6,11624.46
4.95,53782.67
19.76,92245.84
18.56,103388.31
0.97,23547.68
19.59,92452.19
15.84,81153.82
0.05,17733.49
18.27,75978.73
19.21,73044.81
12.58,92635.59
15.77,66834.14
6.65,35038.55
11.45,69638.44
14.63,64817.83
11.23,51411.47
6.09,23327.42
12.98,72785.76
16.77,75128.86
16.72,88667.69
2.64,33645.53
8.91,56863.61
0.77,24084.33
12.66,67087.34
4.84,34792.88
18.61,83724.22
12.37,59517.96
8.01,65155.08
14.63,73033.42
4.15,21398.87
1.83,33470.31
1.75,24686.78
11.66,65440.52
17.78,85064.41
4.46,52514.47
15.2,75134.38
0.75,34162.23
7.07,55417.81
13.07,59827.7
16.53,84339.51
18.86,84956.81
12.65,59610.66
9.25,47749.43
1.21,35815.04
5.51,65439.55
18.46,83175.36
11.66,67528.69
6.85,51470.82
4.98,38177.27
2.27,44216.82
15.03,95187.91
8.25,49084.7
18.73,104433.6
9.09,52433.72
16.37,74524.33
2.6,33001.97
3.02,42515.67
5.46,43291.06
3.82,44288.78
19.53,95184.45
16.16,92392.68
6.97,53634.06
10.4,73632.03
10.66,55466.63
12.14,65876.99
2.07,32240.9
6.98,42597.57
1.72,22958.27
18.38,92391.44
8.07,58563.76
14.54,76792.28
18.42,97930.02
6.19,37834.08
1.76,28020.96
6.72,39096.29
13.42,73084.22
10.0,63888.76
1.5,40981.48
1.4,20495.68
13.99,76948.69
14.73,88047.08
2.19,24652.03
15.89,70740.28
6.91,37393.4
1.36,34770.46
6.68,42566.45
14.61,79957.69
13.12,69175.24
9.63,73110.19
5.59,50878.58
8.36,47824.71
7.63,49296.02
7.8,58604.54
9.79,50729.4
9.11,-9559.21
2.05,30171.06
5.8,51783.15
2.58,32468.72
12.04,62955.99
8.46,49097.17
13.44,85893.81
1.75,28771.28
6.9,73788.48
3.61,38839.29
1.84,24639.82
15.47,66459.14
2.62,44027.83
3.5,35694.2
7.34,57255.91
5.86,64071.6
18.4,94738.0
19.77,96903.64
8.45,64378.49
4.02,45512.36
9.96,49765.88
9.91,70358.01
9.32,57255.05
0.41,38754.39
2.57,38042.76
2.82,44403.01
7.04,47826.37
11.62,53516.7
17.56,90958.75
4.47,48449.75
15.42,74528.55
4.52,39208.11
0.65,9568.36
13.0,69247.71
4.29,30020.69
18.39,93513.64
18.67,93018.74
2.1,32473.83
3.89,49211.5
4.21,41656.67
18.23,90348.33
1.56,33034.64
15.02,72919.28
5.75,53070.39
11.65,58439.51
3.55,40791.78
16.13,91206.53
13.42,63742.24
0.42,15741.18
4.74,33246.25
9.33,72180.96
10.62,57307.82
16.55,73305.34
7.74,55018.36
18.54,68088.62
3.88,30935.25
17.15,96352.51
18.09,80658.02
12.53,66781.76
19.35,95079.61
8.21,56098.49
13.99,69689.66
0.2,30077.91
5.49,55797.43
11.33,56152.66
17.52,82439.87
19.06,90863.6
11.59,71159.19
17.12,85175.85
15.98,79928.94
15.47,66762.22
2.23,23737.65
9.57,60046.15
9.73,54927.45
15.75,77385.31
11.72,65532.54
16.4,101123.15
19.13,87971.69
11.09,74922.08
15.83,90930.44
11.21,70669.28
12.51,62019.65
9.52,59417.89
19.19,89047.75
16.35,98345.74
15.04,80921.12
6.59,46365.38
9.71,73258.41
17.26,82583.6
18.73,94959.7
19.95,100447.8
14.69,79189.08
14.62,75307.45
1.88,38271.45
15.03,72568.27
6.93,58181.46
17.29,83272.33
0.23,36489.92
18.69,98777.28
9.68,63266.2
2.56,33235.3
12.02,75891.29
13.84,78011.27
15.6,53853.63
14.04,67587.63
11.07,65086.18
1.64,32973.89
17.26,91060.15
19.67,106229.09
15.56,84153.72
0.69,10757.2
15.11,79480.02
5.39,53601.3
19.24,93239.72
1.27,184050.82
1.85,27504.09
3.63,45289.7
15.06,74895.66
13.03,75341.2
14.54,79334.92
7.08,50205.66
17.59,90443.05
8.93,57851.31
2.68,44606.5
15.35,84136.94
10.59,70385.47
11.87,60427.45
7.7,45345.5
14.21,75252.07
0.71,33485.41
9.82,63634.07
8.54,48890.96
14.93,83497.96
5.32,38588.12
4.67,46750.61
6.4,49680.69
9.61,56837.08
4.2,35403.6
13.68,73959.94
6.63,48877.17
8.43,46134.39
11.15,68848.13
7.54,60634.75
14.02,80970.51
13.12,73453.94
15.14,74378.95
10.46,62641.86
7.35,49667.84
4.02,40073.35
8.74,63073.57
17.46,85246.87
2.42,18773.18
4.31,46474.5
13.3,74744.86
11.5,66445.93
18.32,79737.98
0.58,20373.79
17.57,80773.04
14.51,71114.68
15.51,75365.25
7.57,42052.96
6.15,63725.99
0.29,38023.19
15.75,82335.68
3.23,36039.47
4.52,55441.29
5.53,57349.42
17.39,79957.86
5.76,47134.44
8.51,53338.59
14.95,75159.3
17.85,86135.2
15.82,79697.43
10.71,64164.86
0.04,26883.75
3.16,47554.4
5.07,36297.08
8.28,61698.95
7.24,41753.18
10.29,62903.2
8.24,62188.73
14.52,80376.91
1.04,26125.17
19.89,96909.34
16.86,97232.43
6.7,43714.07
7.94,57308.57
19.27,100180.17
18.72,87402.1
7.86,66405.12
1.19,45758.92
19.76,102909.89
13.08,79531.97
13.86,59680.51
5.49,33654.29
16.37,81633.76
11.15,58761.71
9.4,62923.99
14.82,54105.56
7.44,55988.22
8.59,53652.41
13.05,66328.5
12.79,85023.81
19.42,90518.48
11.26,51465.49
6.42,51124.67
5.75,48178.1
10.68,60989.83
2.39,52179.46
11.76,67847.72
7.81,60436.17
7.04,52224.34
3.85,48637.95
9.91,57031.92
0.75,19126.96
12.14,73628.79
5.71,47382.6
18.1,94716.68
10.53,56911.64
15.61,83482.62
17.02,71829.02
17.58,82690.54
17.41,80306.91
4.51,44750.49
6.07,42358.35
14.16,63573.05
10.75,58087.35
12.19,72441.17
13.55,73489.72
2.29,27037.02
3.37,43495.16
12.76,82171.79
12.51,76046.62
16.35,63760.26
13.88,75461.97
4.15,38402.69
1.4,13619.13
7.82,42048.42
7.43,57381.59
15.35,80204.48
13.43,72648.92
17.44,80853.43
10.09,68956.6
5.77,35370.52
10.09,53194.11
4.31,37543.09
1.21,17031.26
9.99,52924.53
8.27,62444.92
0.64,20501.74
14.43,81736.17
12.89,75184.19
1.48,28818.66
14.2,63350.18
1.66,31304.87
10.35,44349.48
12.44,64326.06
9.98,61875.04
14.95,84274.75
7.71,50775.67
4.26,35043.15
9.73,53544.4
6.84,45210.18
3.03,40582.41
9.42,60776.57
4.03,38923.99
9.41,62961.02
11.85,66481.23
15.64,69075.09
17.06,75839.03
13.36,76584.86
17.87,76556.08
11.16,60997.44
14.21,73817.03
15.41,70658.51
16.5,69397.29
15.04,68231.44
18.05,73691.15
9.46,62992.89
19.07,94923.54
8.01,46943.04
1.4,18974.51
3.64,47078.43
11.17,67601.38
0.29,21052.85
3.15,45514.57
7.48,52286.25
12.49,71244.91
3.31,28252.72
11.5,53110.59
13.26,58859.64
15.27,95120.43
13.21,64612.93
5.0,43027.18
19.95,98492.12
17.76,87010.82
7.47,49912.32
0.58,25630.88
10.57,65849.14
17.3,77244.85
16.44,79011.73
17.95,69399.1
19.39,77961.76
14.26,64527.58
3.25,43197.8
0.73,25367.3
3.03,41177.77
4.02,42156.08
1.23,31378.09
9.07,49188.92
15.68,80470.94
0.09,27333.47
16.07,98859.27
18.51,87003.42
3.04,41496.77
0.43,25503.2
9.59,52937.54
17.37,92753.39
14.74,91710.87
0.69,29524.98
13.47,66664.24
16.35,85982.07
5.42,46208.88
